2009.6,42.946
2009.6,45.224
2009.7,52.137
2009.7,54.621
2009.7,55.835
2009.7,52.989
2009.8,51.584
2009.8,53.819
2009.8,58.303
2009.8,60.075
2009.9,53.834
2009.9,51.613
2009.9,48.437
2010,49.674
2010,54.105
2010,49.527
2010,45.805
2010.1,42.652
2010.1,38.691
2010.1,45.064
2010.1,50.999
2010.2,52.433
2010.2,43.5
2010.2,41.048
2010.3,41.602
2010.3,45.448
2010.3,47.574
2010.3,48.762
2010.4,43.91
2010.4,44.141
2010.4,43.376
2010.4,48.096
2010.5,51.277
2010.5,50.811
2010.5,46.106
2010.6,46.666
2010.6,47.095
2010.6,46.576
2010.6,53.962
2010.7,48.901
2010.7,47.896
2010.7,47.184
2010.7,46.978
2010.8,49.417
2010.8,56.291
2010.8,54.473
2010.9,49.715
2010.9,46.336
2010.9,43.243
2010.9,48.256
2011,48.396
2011,47.036
2011,43.404
2011,39.854
2011.1,38.482
2011.1,42.306
2011.1,44.453
2011.1,44.17
2011.2,38.259
2011.2,35.381
2011.2,36.154
2011.3,40.769
2011.3,41.877
2011.3,41.611
2011.3,36.116
2011.4,37.813
2011.4,39.421
2011.4,42.054
2011.4,47.109
2011.5,47.71
2011.5,42.69
2011.5,42.823
2011.6,45.132
2011.6,48.425
2011.6,55.759
2011.6,53.911
2011.7,51.655
2011.7,51.065
2011.7,51.495
2011.7,54.706
2011.8,59.669
2011.8,59.923
2011.8,52.669
2011.9,49.201
2011.9,48.994
2011.9,56.573
2011.9,55.919
2012,51.129
2012,49.553
2012,51.866
2012,51.673
2012.1,55.793
2012.1,54.359
2012.1,52.792
2012.2,48.361
2012.2,44.38
2012.2,49.056
2012.2,55.084
2012.3,51.85
2012.3,50.035
2012.3,48.268
2012.3,47.631
2012.4,51.48
2012.4,52.067
2012.4,53.801
2012.5,56.648
2012.5,50.665
2012.5,52.33
2012.5,59.859
2012.6,63.288
2012.6,62.464
2012.6,61.487
2012.6,54.989
2012.7,60.078
2012.7,62.387
2012.7,70.033
2012.8,69.182
2012.8,66.313
2012.8,62.531
2012.8,63.31
2012.9,64.543
2012.9,67.465
2012.9,67.205
2012.9,64.268
2013,59.984
2013,62.218
2013,61.433
2013,63.058
2013.1,62.053
2013.1,58.714
2013.1,55.329
2013.2,54.78
2013.2,60.495
2013.2,63.045
2013.3,55.498
2013.3,51.659
2013.3,54.251
2013.3,57.811
2013.4,57.326
2013.4,55.081
2013.4,54.091
2013.5,51.536
2013.5,55.196
2013.5,57.722
2013.5,59.871
2013.6,61.841
2013.6,59.671
2013.6,53.725
2013.6,58.071
2013.7,63.812
2013.7,65.651
2013.8,61.223
2013.8,60.784
2013.8,67.39
2013.8,67.212
2013.9,67.546
2013.9,67.75
2013.9,63.513
2013.9,57.277
2014,60.287
2014,63.116
2014,63.467
2014.1,60.747
2014.1,55.615
2014.1,57.952
2014.1,60.354
2014.2,62.885
2014.2,64.31
